"","x"
"4674","Hematopoietic stem cells_CD133+ CD34dim"
"4675","Colony Forming Unit-Monocytes"
"4676","Erythroid_CD34+ CD71+ GlyA-"
"4677","Early B cells"
"4678","Hematopoietic stem cells_CD133+ CD34dim"
"4679","Common myeloid progenitors"
"4680","Erythroid_CD34+ CD71+ GlyA-"
"4681","Hematopoietic stem cells_CD133+ CD34dim"
"4682","Common myeloid progenitors"
"4683","Common myeloid progenitors"
"4684","Common myeloid progenitors"
"4685","Early B cells"
"4686","Erythroid_CD34+ CD71+ GlyA-"
"4687","Common myeloid progenitors"
"4688","Early B cells"
"4689","Hematopoietic stem cells_CD133+ CD34dim"
"4690","Megakaryocyte/erythroid progenitors"
"4691","Hematopoietic stem cells_CD133+ CD34dim"
"4692","Plasmacytoid Dendritic Cells"
"4693","Early B cells"
"4694","Erythroid_CD34+ CD71+ GlyA-"
"4695","Common myeloid progenitors"
"4696","Early B cells"
"4697","Early B cells"
"4698","Common myeloid progenitors"
"4699","Hematopoietic stem cells_CD133+ CD34dim"
"4700","Hematopoietic stem cells_CD133+ CD34dim"
"4701","Hematopoietic stem cells_CD133+ CD34dim"
"4702","Colony Forming Unit-Monocytes"
"4703","Hematopoietic stem cells_CD133+ CD34dim"
"4704","Megakaryocyte/erythroid progenitors"
"4705","Erythroid_CD34+ CD71+ GlyA-"
"4706","Common myeloid progenitors"
"4707","Hematopoietic stem cells_CD133+ CD34dim"
"4708","Erythroid_CD34+ CD71+ GlyA-"
"4709","Common myeloid progenitors"
"4710","Hematopoietic stem cells_CD133+ CD34dim"
"4711","Common myeloid progenitors"
"4712","Early B cells"
"4713","Megakaryocyte/erythroid progenitors"
"4714","Hematopoietic stem cells_CD133+ CD34dim"
"4715","Hematopoietic stem cells_CD133+ CD34dim"
"4716","Hematopoietic stem cells_CD133+ CD34dim"
"4717","Erythroid_CD34- CD71lo GlyA+"
"4718","Megakaryocyte/erythroid progenitors"
"4719","Hematopoietic stem cells_CD133+ CD34dim"
"4720","Common myeloid progenitors"
"4721","Early B cells"
"4722","Hematopoietic stem cells_CD133+ CD34dim"
"4723","Hematopoietic stem cells_CD133+ CD34dim"
"4724","Hematopoietic stem cells_CD133+ CD34dim"
"4725","Plasmacytoid Dendritic Cells"
"4726","Megakaryocyte/erythroid progenitors"
"4727","Hematopoietic stem cells_CD133+ CD34dim"
"4728","Hematopoietic stem cells_CD133+ CD34dim"
"4729","Hematopoietic stem cells_CD133+ CD34dim"
"4730","Common myeloid progenitors"
"4731","Hematopoietic stem cells_CD133+ CD34dim"
"4732","Hematopoietic stem cells_CD133+ CD34dim"
"4733","Erythroid_CD34+ CD71+ GlyA-"
"4734","Hematopoietic stem cells_CD133+ CD34dim"
"4735","Common myeloid progenitors"
"4736","Plasmacytoid Dendritic Cells"
"4737","Hematopoietic stem cells_CD133+ CD34dim"
"4738","Hematopoietic stem cells_CD133+ CD34dim"
"4739","Hematopoietic stem cells_CD133+ CD34dim"
"4740","Erythroid_CD34+ CD71+ GlyA-"
"4741","Hematopoietic stem cells_CD133+ CD34dim"
"4742","Common myeloid progenitors"
"4743","Hematopoietic stem cells_CD133+ CD34dim"
"4744","Early B cells"
"4745","Erythroid_CD34+ CD71+ GlyA-"
"4746","Erythroid_CD34- CD71+ GlyA+"
"4747","Colony Forming Unit-Monocytes"
"4748","Hematopoietic stem cells_CD133+ CD34dim"
"4749","Hematopoietic stem cells_CD133+ CD34dim"
"4750","Colony Forming Unit-Monocytes"
"4751","Erythroid_CD34+ CD71+ GlyA-"
"4752","Hematopoietic stem cells_CD133+ CD34dim"
"4753","Common myeloid progenitors"
"4754","Common myeloid progenitors"
"4755","Hematopoietic stem cells_CD133+ CD34dim"
"4756","Erythroid_CD34+ CD71+ GlyA-"
"4757","Hematopoietic stem cells_CD133+ CD34dim"
"4758","Hematopoietic stem cells_CD133+ CD34dim"
"4759","Hematopoietic stem cells_CD133+ CD34dim"
"4760","Common myeloid progenitors"
"4761","Erythroid_CD34+ CD71+ GlyA-"
"4762","Monocytes"
"4763","Hematopoietic stem cells_CD133+ CD34dim"
"4764","Hematopoietic stem cells_CD133+ CD34dim"
"4765","Plasmacytoid Dendritic Cells"
"4766","Erythroid_CD34+ CD71+ GlyA-"
"4767","Early B cells"
"4768","Hematopoietic stem cells_CD133+ CD34dim"
"4769","Erythroid_CD34+ CD71+ GlyA-"
"4770","Plasmacytoid Dendritic Cells"
"4771","Common myeloid progenitors"
"4772","Plasmacytoid Dendritic Cells"
"4773","Hematopoietic stem cells_CD133+ CD34dim"
"4774","Hematopoietic stem cells_CD133+ CD34dim"
"4775","Megakaryocyte/erythroid progenitors"
"4776","Erythroid_CD34+ CD71+ GlyA-"
"4777","Early B cells"
"4778","Hematopoietic stem cells_CD133+ CD34dim"
"4779","Early B cells"
"4780","Common myeloid progenitors"
"4781","Megakaryocyte/erythroid progenitors"
"4782","Erythroid_CD34+ CD71+ GlyA-"
"4783","Common myeloid progenitors"
"4784","Hematopoietic stem cells_CD133+ CD34dim"
"4785","Erythroid_CD34+ CD71+ GlyA-"
"4786","Hematopoietic stem cells_CD133+ CD34dim"
"4787","Megakaryocyte/erythroid progenitors"
"4788","Early B cells"
"4789","Erythroid_CD34+ CD71+ GlyA-"
"4790","Plasmacytoid Dendritic Cells"
"4791","Hematopoietic stem cells_CD133+ CD34dim"
"4792","Hematopoietic stem cells_CD133+ CD34dim"
"4793","Hematopoietic stem cells_CD133+ CD34dim"
"4794","Common myeloid progenitors"
"4795","Hematopoietic stem cells_CD133+ CD34dim"
"4796","Hematopoietic stem cells_CD133+ CD34dim"
"4797","Megakaryocyte/erythroid progenitors"
"4798","Monocytes"
"4799","Hematopoietic stem cells_CD133+ CD34dim"
"4800","Hematopoietic stem cells_CD133+ CD34dim"
"4801","Erythroid_CD34+ CD71+ GlyA-"
"4802","Early B cells"
"4803","Common myeloid progenitors"
"4804","Hematopoietic stem cells_CD133+ CD34dim"
"4805","Hematopoietic stem cells_CD133+ CD34dim"
"4806","Erythroid_CD34+ CD71+ GlyA-"
"4807","Hematopoietic stem cells_CD133+ CD34dim"
"4808","Common myeloid progenitors"
"4809","Hematopoietic stem cells_CD133+ CD34dim"
"4810","Plasmacytoid Dendritic Cells"
"4811","Common myeloid progenitors"
"4812","Hematopoietic stem cells_CD133+ CD34dim"
"4813","Common myeloid progenitors"
"4814","Hematopoietic stem cells_CD133+ CD34dim"
"4815","Erythroid_CD34+ CD71+ GlyA-"
"4816","Erythroid_CD34- CD71+ GlyA+"
"4817","Hematopoietic stem cells_CD133+ CD34dim"
"4818","Hematopoietic stem cells_CD133+ CD34dim"
"4819","Erythroid_CD34+ CD71+ GlyA-"
"4820","Common myeloid progenitors"
"4821","Common myeloid progenitors"
"4822","Colony Forming Unit-Monocytes"
"4823","Erythroid_CD34- CD71lo GlyA+"
"4824","Hematopoietic stem cells_CD133+ CD34dim"
"4825","Hematopoietic stem cells_CD133+ CD34dim"
"4826","Hematopoietic stem cells_CD133+ CD34dim"
"4827","Hematopoietic stem cells_CD133+ CD34dim"
"4828","Hematopoietic stem cells_CD133+ CD34dim"
"4829","Erythroid_CD34+ CD71+ GlyA-"
"4830","Common myeloid progenitors"
"4831","Hematopoietic stem cells_CD133+ CD34dim"
"4832","Hematopoietic stem cells_CD133+ CD34dim"
"4833","Erythroid_CD34- CD71+ GlyA+"
"4834","Hematopoietic stem cells_CD133+ CD34dim"
"4835","Plasmacytoid Dendritic Cells"
"4836","Erythroid_CD34+ CD71+ GlyA-"
"4837","Hematopoietic stem cells_CD133+ CD34dim"
"4838","Hematopoietic stem cells_CD133+ CD34dim"
"4839","Hematopoietic stem cells_CD133+ CD34dim"
"4840","Common myeloid progenitors"
"4841","Hematopoietic stem cells_CD133+ CD34dim"
"4842","Hematopoietic stem cells_CD38- CD34+"
"4843","Hematopoietic stem cells_CD133+ CD34dim"
"4844","Hematopoietic stem cells_CD133+ CD34dim"
"4845","Hematopoietic stem cells_CD133+ CD34dim"
"4846","Common myeloid progenitors"
"4847","Colony Forming Unit-Monocytes"
"4848","Colony Forming Unit-Monocytes"
"4849","Myeloid Dendritic Cells"
"4850","Hematopoietic stem cells_CD133+ CD34dim"
"4851","Megakaryocyte/erythroid progenitors"
"4852","Common myeloid progenitors"
"4853","Hematopoietic stem cells_CD133+ CD34dim"
"4854","Common myeloid progenitors"
"4855","Early B cells"
"4856","Plasmacytoid Dendritic Cells"
"4857","Early B cells"
"4858","Erythroid_CD34+ CD71+ GlyA-"
"4859","Hematopoietic stem cells_CD133+ CD34dim"
"4860","Plasmacytoid Dendritic Cells"
"4861","Erythroid_CD34- CD71lo GlyA+"
"4862","Erythroid_CD34+ CD71+ GlyA-"
"4863","Common myeloid progenitors"
"4864","Hematopoietic stem cells_CD133+ CD34dim"
"4865","Colony Forming Unit-Monocytes"
"4866","Early B cells"
"4867","Hematopoietic stem cells_CD133+ CD34dim"
"4868","Erythroid_CD34- CD71+ GlyA+"
"4869","Common myeloid progenitors"
"4870","Hematopoietic stem cells_CD133+ CD34dim"
"4871","Erythroid_CD34+ CD71+ GlyA-"
"4872","Hematopoietic stem cells_CD133+ CD34dim"
"4873","Common myeloid progenitors"
"4874","Hematopoietic stem cells_CD133+ CD34dim"
"4875","Hematopoietic stem cells_CD133+ CD34dim"
"4876","Erythroid_CD34+ CD71+ GlyA-"
"4877","Early B cells"
"4878","Erythroid_CD34- CD71+ GlyA+"
"4879","Hematopoietic stem cells_CD133+ CD34dim"
"4880","Erythroid_CD34+ CD71+ GlyA-"
"4881","Monocytes"
"4882","Hematopoietic stem cells_CD133+ CD34dim"
"4883","Hematopoietic stem cells_CD133+ CD34dim"
"4884","Common myeloid progenitors"
"4885","Early B cells"
"4886","Erythroid_CD34+ CD71+ GlyA-"
"4887","Megakaryocyte/erythroid progenitors"
"4888","Plasmacytoid Dendritic Cells"
"4889","Hematopoietic stem cells_CD133+ CD34dim"
"4890","Hematopoietic stem cells_CD133+ CD34dim"
"4891","Mature B cells class switched"
"4892","Hematopoietic stem cells_CD133+ CD34dim"
"4893","Hematopoietic stem cells_CD133+ CD34dim"
"4894","Hematopoietic stem cells_CD133+ CD34dim"
"4895","Early B cells"
"4896","Common myeloid progenitors"
"4897","Plasmacytoid Dendritic Cells"
"4898","Erythroid_CD34+ CD71+ GlyA-"
"4899","Plasmacytoid Dendritic Cells"
"4900","Hematopoietic stem cells_CD133+ CD34dim"
"4901","Megakaryocyte/erythroid progenitors"
"4902","Hematopoietic stem cells_CD133+ CD34dim"
"4903","Early B cells"
"4904","Hematopoietic stem cells_CD133+ CD34dim"
"4905","Hematopoietic stem cells_CD133+ CD34dim"
"4906","Hematopoietic stem cells_CD133+ CD34dim"
"4907","Common myeloid progenitors"
"4908","Hematopoietic stem cells_CD133+ CD34dim"
"4909","Plasmacytoid Dendritic Cells"
"4910","Erythroid_CD34+ CD71+ GlyA-"
"4911","Hematopoietic stem cells_CD133+ CD34dim"
"4912","Colony Forming Unit-Monocytes"
"4913","Erythroid_CD34- CD71+ GlyA+"
"4914","Common myeloid progenitors"
"4915","Common myeloid progenitors"
"4916","Erythroid_CD34- CD71+ GlyA+"
"4917","Megakaryocyte/erythroid progenitors"
"4918","Erythroid_CD34- CD71+ GlyA+"
"4919","Plasmacytoid Dendritic Cells"
"4920","Common myeloid progenitors"
"4921","Early B cells"
"4922","Colony Forming Unit-Monocytes"
"4923","Megakaryocyte/erythroid progenitors"
"4924","Hematopoietic stem cells_CD133+ CD34dim"
"4925","Colony Forming Unit-Monocytes"
"4926","Hematopoietic stem cells_CD133+ CD34dim"
"4927","Erythroid_CD34+ CD71+ GlyA-"
"4928","Hematopoietic stem cells_CD133+ CD34dim"
"4929","Erythroid_CD34- CD71lo GlyA+"
"4930","Hematopoietic stem cells_CD38- CD34+"
"4931","Hematopoietic stem cells_CD133+ CD34dim"
"4932","Myeloid Dendritic Cells"
"4933","Common myeloid progenitors"
"4934","Megakaryocyte/erythroid progenitors"
"4935","Hematopoietic stem cells_CD133+ CD34dim"
"4936","Erythroid_CD34+ CD71+ GlyA-"
"4937","Early B cells"
"4938","Plasmacytoid Dendritic Cells"
"4939","Hematopoietic stem cells_CD133+ CD34dim"
"4940","Common myeloid progenitors"
"4941","Common myeloid progenitors"
"4942","Hematopoietic stem cells_CD133+ CD34dim"
"4943","Early B cells"
"4944","Erythroid_CD34+ CD71+ GlyA-"
"4945","Megakaryocyte/erythroid progenitors"
"4946","Plasmacytoid Dendritic Cells"
"4947","Hematopoietic stem cells_CD133+ CD34dim"
"4948","Erythroid_CD34- CD71+ GlyA+"
"4949","Common myeloid progenitors"
"4950","Hematopoietic stem cells_CD133+ CD34dim"
"4951","Plasmacytoid Dendritic Cells"
"4952","Erythroid_CD34+ CD71+ GlyA-"
"4953","Hematopoietic stem cells_CD133+ CD34dim"
"4954","Hematopoietic stem cells_CD133+ CD34dim"
"4955","Early B cells"
"4956","Erythroid_CD34- CD71+ GlyA+"
"4957","Common myeloid progenitors"
"4958","Common myeloid progenitors"
"4959","Hematopoietic stem cells_CD133+ CD34dim"
"4960","Hematopoietic stem cells_CD133+ CD34dim"
"4961","Erythroid_CD34+ CD71+ GlyA-"
"4962","Monocytes"
"4963","Hematopoietic stem cells_CD133+ CD34dim"
"4964","Hematopoietic stem cells_CD133+ CD34dim"
"4965","Hematopoietic stem cells_CD133+ CD34dim"
"4966","Plasmacytoid Dendritic Cells"
"4967","Colony Forming Unit-Monocytes"
"4968","Erythroid_CD34+ CD71+ GlyA-"
"4969","Megakaryocyte/erythroid progenitors"
"4970","Common myeloid progenitors"
"4971","Hematopoietic stem cells_CD133+ CD34dim"
"4972","Plasmacytoid Dendritic Cells"
"4973","Hematopoietic stem cells_CD133+ CD34dim"
"4974","Early B cells"
"4975","Common myeloid progenitors"
"4976","Hematopoietic stem cells_CD133+ CD34dim"
"4977","Hematopoietic stem cells_CD133+ CD34dim"
"4978","Early B cells"
"4979","Common myeloid progenitors"
"4980","Erythroid_CD34+ CD71+ GlyA-"
"4981","Hematopoietic stem cells_CD133+ CD34dim"
"4982","Hematopoietic stem cells_CD133+ CD34dim"
"4983","Hematopoietic stem cells_CD133+ CD34dim"
"4984","Hematopoietic stem cells_CD133+ CD34dim"
"4985","Erythroid_CD34+ CD71+ GlyA-"
"4986","Early B cells"
"4987","Erythroid_CD34+ CD71+ GlyA-"
"4988","Erythroid_CD34+ CD71+ GlyA-"
"4989","Colony Forming Unit-Monocytes"
"4990","Early B cells"
"4991","Hematopoietic stem cells_CD133+ CD34dim"
"4992","Hematopoietic stem cells_CD133+ CD34dim"
"4993","Hematopoietic stem cells_CD133+ CD34dim"
"4994","Early B cells"
"4995","Hematopoietic stem cells_CD133+ CD34dim"
"4996","Common myeloid progenitors"
"4997","Hematopoietic stem cells_CD133+ CD34dim"
"4998","Hematopoietic stem cells_CD133+ CD34dim"
"4999","Hematopoietic stem cells_CD133+ CD34dim"
"5000","Common myeloid progenitors"
"5001","Plasmacytoid Dendritic Cells"
"5002","Erythroid_CD34- CD71+ GlyA+"
"5003","Plasmacytoid Dendritic Cells"
"5004","Common myeloid progenitors"
"5005","Plasmacytoid Dendritic Cells"
"5006","Megakaryocyte/erythroid progenitors"
"5007","Hematopoietic stem cells_CD133+ CD34dim"
"5008","Erythroid_CD34+ CD71+ GlyA-"
"5009","Erythroid_CD34+ CD71+ GlyA-"
"5010","Hematopoietic stem cells_CD133+ CD34dim"
"5011","Colony Forming Unit-Monocytes"
"5012","Erythroid_CD34- CD71lo GlyA+"
"5013","Plasmacytoid Dendritic Cells"
"5014","Hematopoietic stem cells_CD133+ CD34dim"
"5015","Hematopoietic stem cells_CD133+ CD34dim"
"5016","Plasmacytoid Dendritic Cells"
"5017","Erythroid_CD34- CD71+ GlyA+"
"5018","Early B cells"
"5019","Hematopoietic stem cells_CD133+ CD34dim"
"5020","Hematopoietic stem cells_CD133+ CD34dim"
"5021","Hematopoietic stem cells_CD133+ CD34dim"
"5022","Hematopoietic stem cells_CD133+ CD34dim"
"5023","Common myeloid progenitors"
"5024","Hematopoietic stem cells_CD133+ CD34dim"
"5025","Mature NK cells_CD56- CD16- CD3-"
"5026","Plasmacytoid Dendritic Cells"
"5027","Common myeloid progenitors"
"5028","Hematopoietic stem cells_CD133+ CD34dim"
"5029","Common myeloid progenitors"
"5030","Plasmacytoid Dendritic Cells"
"5031","Colony Forming Unit-Monocytes"
"5032","Hematopoietic stem cells_CD133+ CD34dim"
"5033","Common myeloid progenitors"
"5034","Common myeloid progenitors"
"5035","Hematopoietic stem cells_CD133+ CD34dim"
"5036","Hematopoietic stem cells_CD133+ CD34dim"
"5037","Megakaryocyte/erythroid progenitors"
"5038","Hematopoietic stem cells_CD133+ CD34dim"
"5039","Hematopoietic stem cells_CD133+ CD34dim"
"5040","Mature B cells class switched"
"5041","Early B cells"
"5042","Hematopoietic stem cells_CD133+ CD34dim"
"5043","Common myeloid progenitors"
"5044","Hematopoietic stem cells_CD133+ CD34dim"
"5045","Erythroid_CD34- CD71+ GlyA+"
"5046","Hematopoietic stem cells_CD133+ CD34dim"
"5047","Colony Forming Unit-Monocytes"
"5048","Erythroid_CD34+ CD71+ GlyA-"
"5049","Hematopoietic stem cells_CD133+ CD34dim"
"5050","Early B cells"
"5051","Hematopoietic stem cells_CD133+ CD34dim"
"5052","Hematopoietic stem cells_CD133+ CD34dim"
"5053","Hematopoietic stem cells_CD133+ CD34dim"
"5054","Hematopoietic stem cells_CD133+ CD34dim"
"5055","Erythroid_CD34+ CD71+ GlyA-"
"5056","Hematopoietic stem cells_CD133+ CD34dim"
"5057","Erythroid_CD34+ CD71+ GlyA-"
"5058","Hematopoietic stem cells_CD133+ CD34dim"
"5059","Early B cells"
"5060","Plasmacytoid Dendritic Cells"
"5061","Erythroid_CD34+ CD71+ GlyA-"
"5062","Common myeloid progenitors"
"5063","Hematopoietic stem cells_CD133+ CD34dim"
"5064","Common myeloid progenitors"
"5065","Common myeloid progenitors"
"5066","Erythroid_CD34+ CD71+ GlyA-"
"5067","Hematopoietic stem cells_CD133+ CD34dim"
"5068","Hematopoietic stem cells_CD133+ CD34dim"
"5069","Erythroid_CD34+ CD71+ GlyA-"
"5070","Hematopoietic stem cells_CD133+ CD34dim"
"5071","Hematopoietic stem cells_CD133+ CD34dim"
"5072","Erythroid_CD34+ CD71+ GlyA-"
"5073","Hematopoietic stem cells_CD133+ CD34dim"
"5074","Common myeloid progenitors"
"5075","Early B cells"
"5076","Erythroid_CD34+ CD71+ GlyA-"
"5077","Common myeloid progenitors"
"5078","Erythroid_CD34+ CD71+ GlyA-"
"5079","Megakaryocyte/erythroid progenitors"
"5080","Megakaryocyte/erythroid progenitors"
"5081","Hematopoietic stem cells_CD133+ CD34dim"
"5082","Early B cells"
"5083","Hematopoietic stem cells_CD133+ CD34dim"
"5084","Myeloid Dendritic Cells"
"5085","Common myeloid progenitors"
"5086","Hematopoietic stem cells_CD133+ CD34dim"
"5087","Common myeloid progenitors"
"5088","Hematopoietic stem cells_CD133+ CD34dim"
"5089","Hematopoietic stem cells_CD133+ CD34dim"
"5090","Erythroid_CD34+ CD71+ GlyA-"
"5091","Hematopoietic stem cells_CD133+ CD34dim"
"5092","Erythroid_CD34+ CD71+ GlyA-"
"5093","Common myeloid progenitors"
"5094","Hematopoietic stem cells_CD133+ CD34dim"
"5095","Hematopoietic stem cells_CD133+ CD34dim"
"5096","Common myeloid progenitors"
"5097","Erythroid_CD34+ CD71+ GlyA-"
"5098","Erythroid_CD34+ CD71+ GlyA-"
"5099","Colony Forming Unit-Monocytes"
"5100","Hematopoietic stem cells_CD133+ CD34dim"
"5101","Erythroid_CD34- CD71+ GlyA+"
"5102","Common myeloid progenitors"
"5103","Common myeloid progenitors"
"5104","Common myeloid progenitors"
"5105","Hematopoietic stem cells_CD133+ CD34dim"
"5106","Hematopoietic stem cells_CD133+ CD34dim"
"5107","Common myeloid progenitors"
"5108","Common myeloid progenitors"
"5109","Common myeloid progenitors"
"5110","Erythroid_CD34- CD71+ GlyA+"
"5111","Hematopoietic stem cells_CD133+ CD34dim"
"5112","Erythroid_CD34- CD71+ GlyA-"
"5113","Early B cells"
"5114","Hematopoietic stem cells_CD133+ CD34dim"
"5115","Erythroid_CD34+ CD71+ GlyA-"
"5116","Colony Forming Unit-Monocytes"
"5117","Early B cells"
"5118","Monocytes"
"5119","Erythroid_CD34- CD71+ GlyA+"
"5120","Hematopoietic stem cells_CD133+ CD34dim"
"5121","Colony Forming Unit-Granulocytes"
"5122","Megakaryocyte/erythroid progenitors"
"5123","Hematopoietic stem cells_CD133+ CD34dim"
"5124","Hematopoietic stem cells_CD133+ CD34dim"
"5125","Early B cells"
"5126","Hematopoietic stem cells_CD133+ CD34dim"
"5127","Megakaryocyte/erythroid progenitors"
"5128","Hematopoietic stem cells_CD133+ CD34dim"
"5129","Hematopoietic stem cells_CD133+ CD34dim"
"5130","Hematopoietic stem cells_CD133+ CD34dim"
"5131","Early B cells"
"5132","Hematopoietic stem cells_CD133+ CD34dim"
"5133","Pro B cells"
"5134","Megakaryocyte/erythroid progenitors"
"5135","Erythroid_CD34+ CD71+ GlyA-"
"5136","Erythroid_CD34+ CD71+ GlyA-"
"5137","Hematopoietic stem cells_CD133+ CD34dim"
"5138","Hematopoietic stem cells_CD133+ CD34dim"
"5139","Hematopoietic stem cells_CD133+ CD34dim"
"5140","Hematopoietic stem cells_CD133+ CD34dim"
"5141","Hematopoietic stem cells_CD133+ CD34dim"
"5142","Erythroid_CD34+ CD71+ GlyA-"
"5143","Plasmacytoid Dendritic Cells"
"5144","Erythroid_CD34+ CD71+ GlyA-"
"5145","Hematopoietic stem cells_CD133+ CD34dim"
"5146","Common myeloid progenitors"
"5147","Hematopoietic stem cells_CD133+ CD34dim"
"5148","Common myeloid progenitors"
"5149","Hematopoietic stem cells_CD133+ CD34dim"
"5150","Hematopoietic stem cells_CD133+ CD34dim"
"5151","Hematopoietic stem cells_CD133+ CD34dim"
"5152","Basophils"
"5153","Erythroid_CD34+ CD71+ GlyA-"
"5154","Hematopoietic stem cells_CD133+ CD34dim"
"5155","Erythroid_CD34- CD71+ GlyA+"
"5156","Plasmacytoid Dendritic Cells"
"5157","Hematopoietic stem cells_CD133+ CD34dim"
"5158","Common myeloid progenitors"
"5159","Naïve B cells"
"5160","Naïve B cells"
"5161","Hematopoietic stem cells_CD133+ CD34dim"
"5162","Common myeloid progenitors"
"5163","Common myeloid progenitors"
"5164","Erythroid_CD34+ CD71+ GlyA-"
"5165","Hematopoietic stem cells_CD133+ CD34dim"
"5166","Common myeloid progenitors"
"5167","Hematopoietic stem cells_CD133+ CD34dim"
"5168","Common myeloid progenitors"
"5169","Hematopoietic stem cells_CD133+ CD34dim"
"5170","Hematopoietic stem cells_CD133+ CD34dim"
"5171","Common myeloid progenitors"
"5172","Hematopoietic stem cells_CD133+ CD34dim"
"5173","Hematopoietic stem cells_CD133+ CD34dim"
"5174","Hematopoietic stem cells_CD133+ CD34dim"
"5175","Common myeloid progenitors"
"5176","Hematopoietic stem cells_CD133+ CD34dim"
"5177","Hematopoietic stem cells_CD133+ CD34dim"
"5178","Hematopoietic stem cells_CD133+ CD34dim"
"5179","Megakaryocyte/erythroid progenitors"
"5180","Hematopoietic stem cells_CD133+ CD34dim"
"5181","Common myeloid progenitors"
"5182","Hematopoietic stem cells_CD133+ CD34dim"
"5183","Colony Forming Unit-Megakaryocytic"
"5184","Erythroid_CD34- CD71lo GlyA+"
"5185","Hematopoietic stem cells_CD133+ CD34dim"
"5186","Hematopoietic stem cells_CD133+ CD34dim"
"5187","Early B cells"
"5188","Hematopoietic stem cells_CD133+ CD34dim"
"5189","Hematopoietic stem cells_CD133+ CD34dim"
"5190","Common myeloid progenitors"
"5191","Common myeloid progenitors"
"5192","Hematopoietic stem cells_CD133+ CD34dim"
"5193","Hematopoietic stem cells_CD133+ CD34dim"
"5194","Hematopoietic stem cells_CD133+ CD34dim"
"5195","Megakaryocyte/erythroid progenitors"
"5196","Erythroid_CD34+ CD71+ GlyA-"
"5197","Erythroid_CD34+ CD71+ GlyA-"
"5198","Hematopoietic stem cells_CD133+ CD34dim"
"5199","Common myeloid progenitors"
"5200","Hematopoietic stem cells_CD133+ CD34dim"
"5201","Common myeloid progenitors"
"5202","Hematopoietic stem cells_CD133+ CD34dim"
"5203","Early B cells"
"5204","Common myeloid progenitors"
"5205","Common myeloid progenitors"
"5206","Plasmacytoid Dendritic Cells"
"5207","Common myeloid progenitors"
"5208","Megakaryocyte/erythroid progenitors"
"5209","Common myeloid progenitors"
"5210","Early B cells"
"5211","Colony Forming Unit-Monocytes"
"5212","Common myeloid progenitors"
"5213","Plasmacytoid Dendritic Cells"
"5214","Erythroid_CD34- CD71+ GlyA+"
"5215","Hematopoietic stem cells_CD133+ CD34dim"
"5216","Common myeloid progenitors"
"5217","Erythroid_CD34+ CD71+ GlyA-"
"5218","Monocytes"
"5219","Hematopoietic stem cells_CD133+ CD34dim"
"5220","Hematopoietic stem cells_CD133+ CD34dim"
"5221","Hematopoietic stem cells_CD133+ CD34dim"
"5222","Hematopoietic stem cells_CD133+ CD34dim"
"5223","Common myeloid progenitors"
"5224","Common myeloid progenitors"
"5225","Hematopoietic stem cells_CD133+ CD34dim"
"5226","Erythroid_CD34+ CD71+ GlyA-"
"5227","Common myeloid progenitors"
"5228","Erythroid_CD34- CD71+ GlyA-"
"5229","Hematopoietic stem cells_CD133+ CD34dim"
"5230","Common myeloid progenitors"
"5231","Erythroid_CD34+ CD71+ GlyA-"
"5232","Common myeloid progenitors"
"5233","Common myeloid progenitors"
"5234","Erythroid_CD34+ CD71+ GlyA-"
"5235","Megakaryocyte/erythroid progenitors"
"5236","Erythroid_CD34+ CD71+ GlyA-"
"5237","Megakaryocyte/erythroid progenitors"
"5238","Erythroid_CD34+ CD71+ GlyA-"
"5239","Hematopoietic stem cells_CD133+ CD34dim"
"5240","Colony Forming Unit-Monocytes"
"5241","Megakaryocyte/erythroid progenitors"
"5242","Hematopoietic stem cells_CD133+ CD34dim"
"5243","Common myeloid progenitors"
"5244","Hematopoietic stem cells_CD133+ CD34dim"
"5245","Erythroid_CD34+ CD71+ GlyA-"
"5246","Plasmacytoid Dendritic Cells"
"5247","Hematopoietic stem cells_CD133+ CD34dim"
"5248","Hematopoietic stem cells_CD133+ CD34dim"
"5249","Early B cells"
"5250","Hematopoietic stem cells_CD133+ CD34dim"
"5251","Early B cells"
"5252","Common myeloid progenitors"
"5253","Early B cells"
"5254","Common myeloid progenitors"
"5255","Erythroid_CD34+ CD71+ GlyA-"
"5256","Hematopoietic stem cells_CD133+ CD34dim"
"5257","Erythroid_CD34+ CD71+ GlyA-"
"5258","Common myeloid progenitors"
"5259","Erythroid_CD34+ CD71+ GlyA-"
"5260","Common myeloid progenitors"
"5261","Hematopoietic stem cells_CD133+ CD34dim"
"5262","Hematopoietic stem cells_CD133+ CD34dim"
"5263","Erythroid_CD34+ CD71+ GlyA-"
"5264","Megakaryocyte/erythroid progenitors"
"5265","Early B cells"
"5266","Erythroid_CD34+ CD71+ GlyA-"
"5267","Erythroid_CD34+ CD71+ GlyA-"
"5268","Common myeloid progenitors"
"5269","Hematopoietic stem cells_CD133+ CD34dim"
"5270","Hematopoietic stem cells_CD133+ CD34dim"
"5271","Hematopoietic stem cells_CD133+ CD34dim"
"5272","Hematopoietic stem cells_CD133+ CD34dim"
"5273","Hematopoietic stem cells_CD133+ CD34dim"
"5274","Hematopoietic stem cells_CD133+ CD34dim"
"5275","Erythroid_CD34+ CD71+ GlyA-"
"5276","Early B cells"
"5277","Hematopoietic stem cells_CD133+ CD34dim"
"5278","Early B cells"
"5279","Common myeloid progenitors"
